date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:52:47	130/130	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Mar%202020%2020:52:47%20GMT	https://unpkg.com/wavesurfer.js/dist/wavesurfer.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/wavesurfer.js/dist/wavesurfer.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:48	62916/62916	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f5c4-Carl80JA9d0TCPi43IyyC8Mmwj4%22	https://unpkg.com/wavesurfer.js@3.3.1/dist/wavesurfer.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/wavesurfer.js@3.3.1/dist/wavesurfer.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202020%2020:52:48%20GMT	http://unpkg.com/wavesurfer.js/dist/plugin/wavesurfer.microphone.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/wavesurfer.js/dist/plugin/wavesurfer.microphone.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:48	166/166	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Mar%202020%2020:52:48%20GMT	https://unpkg.com/wavesurfer.js/dist/plugin/wavesurfer.microphone.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/wavesurfer.js/dist/plugin/wavesurfer.microphone.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:48	6580/6580	---M-Z	200	added ('OK')	application/javascript	etag:W/%2219b4-zrXbz+e4hNKFzqSfAeme051CgQA%22	https://unpkg.com/wavesurfer.js@3.3.1/dist/plugin/wavesurfer.microphone.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/wavesurfer.js@3.3.1/dist/plugin/wavesurfer.microphone.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Mar%202020%2020:52:48%20GMT	http://unpkg.com/videojs-wavesurfer/dist/videojs.wavesurfer.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/videojs-wavesurfer/dist/videojs.wavesurfer.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:49	158/158	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Mar%202020%2020:52:49%20GMT	https://unpkg.com/videojs-wavesurfer/dist/videojs.wavesurfer.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/videojs-wavesurfer/dist/videojs.wavesurfer.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:49	15172/15172	---M-Z	200	added ('OK')	application/javascript	etag:W/%223b44-6Nya3g9RoaRAfZxD1xjl7GT+dL0%22	https://unpkg.com/videojs-wavesurfer@2.11.0/dist/videojs.wavesurfer.min.js	C:/Users/Hp/Downloads/Websites/Audio/unpkg.com/videojs-wavesurfer@2.11.0/dist/videojs.wavesurfer.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:49	58626/58626	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e5d0bd2-e502%22	https://collab-project.github.io/videojs-record/dist/videojs.record.min.js	C:/Users/Hp/Downloads/Websites/Audio/collab-project.github.io/videojs-record/dist/videojs.record.min.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
21:52:50	1060/1060	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e5d0bd2-424%22	https://collab-project.github.io/videojs-record/examples/browser-workarounds.js	C:/Users/Hp/Downloads/Websites/Audio/collab-project.github.io/videojs-record/examples/browser-workarounds.js	(from https://collab-project.github.io/videojs-record/examples/audio-only.html)
